sbu_id,department,course_num,section,semester,year,grade
795078138,BMI,592,1,Spring,2021,
795078138,BMI,592,1,Fall,2021,
795078138,BMI,592,,Spring,2022,
795078138,BMI,592,,Fall,2022,
795078138,BMI,540,1,Fall,2021,
795078138,BMI,520,1,Spring,2021,
795078138,BMI,514,1,Fall,2021,
795078138,BMI,598,1,Spring,2021,
795078138,BMI,598,1,Fall,2021,
795078138,BMI,513,,Spring,2022,
795078138,BMI,530,,Fall,2022,
795078138,BMI,517,,Spring,2022,
795078138,BMI,501,,Fall,2022,
795078138,BMI,502,,Fall,2022,
627405725,ESE,556,1,Spring,2020,B+
627405725,ESE,558,1,Spring,2020,A-
627405725,ESE,517,1,Spring,2020,B
627405725,ESE,599,1,Spring,2020,B
627405725,ESE,542,1,Fall,2020,A
627405725,ESE,545,1,Spring,2021,
627405725,ESE,701,27,Fall,2021,
627405725,ESE,597,16,Fall,2021,
627405725,ESE,599,16,Fall,2021,
627405725,ESE,505,1,Fall,2021,
627405725,ESE,534,1,Fall,2021,
329834741,CSE,545,1,Spring,2019,B+
329834741,CSE,564,1,Spring,2019,B+
329834741,CSE,529,2,Fall,2019,A-
329834741,CSE,522,1,Fall,2019,A-
329834741,CSE,550,1,Fall,2019,A-
329834741,CSE,525,1,Spring,2020,B+
329834741,CSE,532,1,Spring,2020,A
329834741,CSE,526,1,Spring,2020,A
329834741,CSE,570,1,Spring,2020,A-
329834741,CSE,544,1,Spring,2020,A
329834741,CSE,518,1,Fall,2020,A
324700169,ESE,523,1,Fall,2019,B+
324700169,ESE,555,1,Fall,2019,C
324700169,ESE,597,28,Spring,2020,A-
324700169,ESE,513,1,Spring,2020,A-
324700169,ESE,517,1,Spring,2020,B-
324700169,ESE,543,1,Spring,2020,B
324700169,CSE,526,1,Spring,2020,A
324700169,ESE,505,1,Fall,2020,B-
324700169,ESE,537,1,Fall,2020,B
324700169,ESE,545,1,Spring,2021,
324700169,ESE,588,1,Spring,2021,
314097991,ESE,543,1,Spring,2021,
314097991,ESE,533,1,Spring,2021,
314097991,ESE,597,34,Spring,2021,
314097991,ESE,530,1,Spring,2021,
314097991,ESE,505,1,Fall,2021,
314097991,ESE,701,27,Fall,2021,
314097991,ESE,599,16,Fall,2021,
314097991,ESE,545,,Spring,2022,
314097991,ESE,576,,Fall,2022,
314097991,ESE,599,,Fall,2022,
314097991,CSE,548,,Fall,2022,
449247413,ESE,516,1,Fall,2019,B+
449247413,ESE,554,1,Fall,2019,A
449247413,ESE,555,1,Fall,2019,B
449247413,ESE,597,6,Fall,2019,A-
449247413,ESE,533,1,Spring,2020,C
449247413,ESE,543,1,Spring,2020,B
449247413,ESE,588,1,Spring,2020,B+
449247413,ESE,505,1,Fall,2020,B+
449247413,ESE,534,1,Fall,2020,C
449247413,ESE,558,1,Spring,2021,
449247413,ESE,545,1,Spring,2021,
877593526,BMI,592,1,Spring,2018,A-
877593526,BMI,592,1,Fall,2018,B+
877593526,BMI,592,1,Spring,2019,A
877593526,BMI,592,1,Fall,2019,A
877593526,BMI,599,1,Spring,2018,A-
877593526,BMI,511,1,Spring,2018,B+
877593526,BMI,503,1,Fall,2018,A
877593526,BMI,520,1,Spring,2019,A
877593526,BMI,530,1,Fall,2019,B+
877593526,BMI,501,1,Fall,2019,A
877593526,BMI,540,1,Fall,2019,A-
877593526,BMI,596,1,Spring,2019,B+
507117600,AMS,570,1,Spring,2018,B+
507117600,AMS,572,2,Fall,2018,B+
507117600,AMS,571,1,Fall,2019,A-
507117600,AMS,573,1,Spring,2019,B+
507117600,AMS,578,1,Spring,2019,B+
507117600,AMS,582,1,Fall,2019,A
507117600,AMS,507,1,Fall,2018,B+
507117600,AMS,510,1,Fall,2018,A-
507117600,AMS,597,2,Spring,2018,A-
507117600,AMS,560,1,Fall,2018,B+
507117600,AMS,595,1,Fall,2018,A
507117600,AMS,588,1,Fall,2018,A
862582068,ESE,537,1,Fall,2018,A
862582068,ESE,568,1,Fall,2018,B+
862582068,ESE,505,1,Fall,2019,A
862582068,ESE,558,1,Spring,2019,B+
862582068,ESE,513,1,Spring,2019,B+
862582068,ESE,587,1,Spring,2019,A-
862582068,ESE,597,28,Spring,2019,A
862582068,ESE,542,1,Fall,2019,B+
862582068,ESE,534,1,Fall,2019,A
862582068,ESE,556,1,Spring,2020,A-
862582068,CSE,526,1,Spring,2020,A
282889245,AMS,507,1,Fall,2018,A
282889245,AMS,595,1,Fall,2018,A-
282889245,AMS,586,1,Spring,2018,A
282889245,AMS,542,1,Fall,2018,A-
282889245,AMS,546,1,Spring,2019,A-
282889245,AMS,540,2,Fall,2019,A-
282889245,AMS,550,1,Spring,2019,B+
282889245,AMS,510,1,Fall,2019,A
282889245,CSE,529,2,Fall,2019,A
282889245,AMS,547,1,Fall,2019,A
540983781,ESE,534,1,Fall,2018,A
540983781,ESE,589,1,Fall,2018,B+
540983781,ESE,511,1,Fall,2018,A-
540983781,ESE,542,1,Fall,2018,B+
540983781,ESE,597,28,Spring,2019,B+
540983781,ESE,505,1,Fall,2019,A
540983781,ESE,537,1,Fall,2019,A
540983781,ESE,507,1,Fall,2019,A-
540983781,ESE,587,1,Spring,2020,B+
540983781,CSE,526,1,Spring,2020,A
540983781,ESE,586,1,Spring,2020,A-
910914023,BMI,592,1,Spring,2020,C
910914023,BMI,592,1,Fall,2020,C+
910914023,BMI,592,1,Spring,2021,
910914023,BMI,592,1,Fall,2021,
910914023,BMI,501,1,Fall,2020,A-
910914023,BMI,502,1,Fall,2021,
910914023,BMI,595,1,Spring,2020,C
910914023,BMI,551,1,Spring,2020,A
910914023,BMI,550,1,Fall,2021,
910914023,BMI,598,1,Spring,2020,C
910914023,BMI,598,1,Fall,2020,A
910914023,BMI,540,1,Fall,2021,
910914023,BMI,512,2,Spring,2021,
372151506,CSE,599,81,Spring,2020,B-
372151506,CSE,570,1,Spring,2020,C
372151506,CSE,599,1,Fall,2020,C
372151506,CSE,512,1,Fall,2020,B
372151506,CSE,538,1,Fall,2020,C
372151506,CSE,535,1,Fall,2020,B-
372151506,CSE,518,1,Fall,2020,B
372151506,CSE,525,2,Spring,2021,
372151506,CSE,595,2,Spring,2021,
372151506,CSE,599,1,Spring,2021,
372151506,CSE,594,1,Fall,2021,
229852025,AMS,586,1,Spring,2018,A
229852025,AMS,511,1,Fall,2018,A-
229852025,AMS,513,1,Spring,2019,A-
229852025,AMS,516,1,Fall,2019,B+
229852025,AMS,515,1,Spring,2018,A
229852025,AMS,514,2,Fall,2018,B+
229852025,AMS,518,2,Fall,2019,A
229852025,AMS,510,1,Fall,2019,A
229852025,AMS,512,1,Spring,2018,A-
229852025,AMS,572,2,Fall,2019,A-
229852025,AMS,517,1,Spring,2018,A
229852025,AMS,507,1,Fall,2018,B+
229852025,AMS,570,1,Spring,2019,A
789842982,ESE,545,1,Spring,2020,B+
789842982,ESE,503,1,Fall,2019,A-
789842982,ESE,589,1,Fall,2019,B-
789842982,ESE,505,1,Fall,2019,C
789842982,ESE,523,1,Spring,2020,B
789842982,ESE,587,1,Spring,2020,B-
789842982,CSE,548,1,Fall,2020,B
789842982,ESE,597,6,Fall,2020,B-
789842982,ESE,670,2,Spring,2021,
789842982,ESE,530,1,Spring,2021,
789842982,ESE,512,1,Spring,2021,
559904742,ESE,587,1,Spring,2020,B+
559904742,CSE,548,1,Fall,2019,A-
559904742,ESE,558,1,Spring,2020,C+
559904742,ESE,515,1,Spring,2020,B-
